these,12
obsticles,1
secondly,1
engage,2
patron,5
facilty,1
point,9
greeting,1
goes,3
enhancing,1
enterence,1
annoyed,4
drinkers,2
fell,4
attending,3
step,6
enjoyed,8
wsop,1
froze,1
elsewhere,6
happens,6
parkade,11
discounts,3
seniors,5
quieter,1
inform,4
promo,6
moment,2
draw,13
boring,4
appealing,1
ridiculous,9
finishing,1
stopped,3
sometime,6
vouchers,8
meaning,2
increasing,1
restraunt,1
aload,1
legal,1
limit,7
perod,1
beers,1
dinners,2
eight,2
stupidity,1
selling,2
beer,21
licence,1
numbers,3
themselves,6
organized,1
course,2
smile,14
courteous,5
huge,4
centers,1
issues,12
tried,11
lobster,3
tramonto,1
polite,3
interested,5
reservations,3
beverage,20
periods,4
somehow,2
bidders,1
bids,1
stella,1
winning,14
computerized,1
mission,1
chances,16
operation,3
workers,4
especially,19
dirtiest,1
months,7
told,32
stinks,2
urine,3
smell,13
carpets,4
install,4
reopen,1
west,3
wins,19
starting,5
giveaways,2
info,6
sparse,1
spin,13
wheeel,1
part,12
deskclerk,1
initially,3
inquired,2
directed,2
firstly,1
locations,2
reaching,3
correct,6
checked,3
retail,1
outlet,3
across,8
lobby,3
horse,4
racing,9
establishment,2
upgrade,3
cheers,1
reception,1
indicating,2
consume,2
confusing,7
theres,4
available,37
willing,2
sever,1
stay,21
till,7
solved,1
bigger,15
there-,1
lose-still,1
lose,12
lose-,1
whenever,2
contest,6
ballets,4
diamond,3
incentives,7
twice,12
sandwich,5
shop,2
reach,6
space,15
dancing,3
lulu,2
controlled,1
boardwalk,3
butts,2
ground,2
everywhere,3
mention,3
heavy,3
hand,14
smoke,15
must,3
fight,1
café,2
familiar,4
improvement,3
encore,16
sic-bo,1
mainly,3
non-table,1
maintenance,5
payout,19
percentages,1
kitchen,5
orders,7
promptly,1
beverages,10
trips,3
success,2
arrange,1
traffics,1
attendance,7
i've,7
appreciate,8
quarter,2
expand,1
barcarra,1
aunt,1
oxygen,1
case,4
middle,4
shebcan,1
cinfident,1
four,7
loss,1
couple,20
email,4
however,14
print,2
dont,22
asino,1
automatic,3
horrioble,1
rec'd,1
hardrock,4
tues,2
thought,21
tournament,2
mondays,2
seat,15
envelop,1
conned,1
lost,18
boot,1
handicap,16
older,12
fact,11
gave,13
bonus,24
round,5
explain,2
anything,16
kelowna,2
super,1
frequently,9
signs,25
languages,1
wash,1
hands,5
using,13
facilities,9
leaving,11
washing,2
germs,1
spread,3
marked,2
asset,1
prompt,5
possible,4
drove,1
couldn't,25
dispenced,1
under,7
signed,1
comp,3
downloaded,1
unsure,2
percent,1
restrooms,1
regular,11
basis,6
might,14
quietly,2
useful,1
announce,1
ready,5
hate,4
pays,4
reserves,4
-slot,1
exchange,2
bills,7
accepted,4
-beverage,1
timely,2
manner,2
forgot,4
ofered,1
smelly,3
noticed,14
reducing,2
length,2
budget,2
worst,6
wonder,4
lots,18
socializing,1
ignoring,3
attitude,6
requesting,1
mere,1
asylum,9
venue,1
conditioning,5
provide,12
snacks,6
ends,1
sydney,1
week-end,1
cover,3
against,4
wind,1
surgery,1
white,10
vinegar,1
fries,7
enjoy,22
crystal,1
forest,1
alien,1
lately,7
value,15
balancing,1
charges,1
credited,1
upon,8
presentation,1
receipt,2
items,4
break,7
gift,6
cards,18
young,8
increase,5
turn-style,1
blocking,2
exiting,1
significant,2
form,4
cost,10
plan,2
gaining,1
fewer,3
pleasant,8
large,10
watched,3
world,1
final,3
whole,11
placed,7
reflect,1
shines,1
eyes,4
lane,8
calling,2
listen,3
quests,1
chase,2
friendlier,6
favorite,9
major,4
shuttle,4
operate,2
transit,1
sunday,6
distracting,3
beside,10
doors,11
thevlighting,1
bright,6
drafty,1
wall,4
protect,1
elements,1
screens,4
game,23
actually,12
embarrassing,1
visitors,3
no-fun,1
vegas,12
follow,2
stop,11
listening,3
local,6
whiners,1
neighbourhood,1
ambient,1
changed,16
downwards,1
feelings,1
aregone,1
disappears,1
mind,12
deal,10
stale,3
hectic,1
life,3
abbotsford,3
unorganized,2
popular,4
notice,6
nasty,3
kinda,1
dangerous,2
parkinglot,1
reminds,1
narrow,2
claustraphobic,1
curtain,2
idea,4
hide,1
report,8
points,24
recently,6
probable,1
range,1
notified,4
expire,2
loose,4
upsetting,1
outdated,1
mark,1
advisable,1
incentive,1
worked,5
earning,2
gotten,2
dancer,2
kind,10
danced,1
girl,7
regarding,5
tops,1
reserved,17
sort,6
wishing,1
validation,1
process,4
easier,6
trip,5
upgrades,3
answer,11
questions,7
glass,16
wine,22
sludge,1
bottom,4
impression,3
country,2
brought,5
harbourfront,2
weeks,6
christmas,3
quicker,5
men's,2
looked,4
coupon,14
families,2
guys,9
hear,17
servey,1
threw,1
hundred,2
blink,1
layout,7
navigate,2
walkers,1
wheelchairs,1
inadequate,4
present,3
callers,2
alway,1
forgets,1
second,12
hudini,1
speaks,1
softly,1
though,11
disturbed,1
chatting,6
gobbled,1
wouldnt,2
alot,9
crazy,3
scary,1
late,6
advantage,2
reserving,1
movement,1
replacement,2
finds,1
disappear,1
looking,22
frustration,1
volume,13
provides,2
forces,1
gamble,14
wife,15
access,12
disabled,9
wide,1
walker,1
third,3
write,1
plates,1
openers,2
pleaes,1
crowded,16
mazed,1
expands,1
otherwise,5
opening,4
average,8
smaller,6
unavailable,2
wicked,2
later,9
knowledgeable,2
cokes,1
convenient,3
newer,12
safety,3
factor,1
increased,4
seperation,1
pedistrian,1
fumes,2
gaseous,1
directing,1
bartenders,3
lacking,5
ability,2
towels,2
overflowing,1
trash,1
designated,5
crammed,1
draft,4
decent,6
keeping,3
spoken,3
extemely,1
icon,1
preferred,3
type,5
definitely,6
boulevard,6
assessable,1
hearing,3
cocktails,3
availability,9
vacation,1
today,1
decided,3
settled,2
bill,13
dealt,3
strictly,1
paras,1
overheight,1
id'ed,1
thru,3
mile,1
completely,4
requested,5
submit,1
half,14
currency,1
folks,3
minds,1
lake,1
city,1
eats,2
reno,3
closed,18
looks,7
trashy,1
tacky,1
potty,1
werent,1
frowning,1
somewhat,6
efficient,2
liberal,2
haven't,7
gambled,3
opportunity,4
interact,3
serves,2
probably,10
particularly,1
excited,1
electronic,1
pacific,2
coliseum,2
makes,5
difficult,23
event,8
hotel,18
accomodations,1
effort,3
somebody,2
scared,2
nights,9
aloud,1
meals,8
iordered,1
credit,9
morning,8
breakfast,9
oder,1
quickly,12
followed,2
further,6
manager,13
talking,7
curt,1
kiss,1
wiping,1
baffles,1
swinomish,1
washington,2
state,2
hello,4
busier,3
extent,1
serviced,2
recruit,1
assistance,6
existent,3
rarely,5
greets,1
good-bye,1
tall,3
slim,4
happier,3
frustrating,7
favorites,4
ended,7
maze,1
environment,3
created,2
anybody,2
difference,3
none,5
cooks,2
wizard,1
full,12
walls,2
stalls,13
u-turn,2
required,4
women's,2
watching,6
partner,4
spouse,3
okay,4
shouldn't,5
intimidated,1
aside,2
redemption,4
consider,2
dinner,24
wider,3
choice,11
loos,1
hooks,1
feet,1
bands,4
crowds,2
maybe,24
celebrity,1
cashman,1
penguins,1
dance,9
forth,1
pint,1
downstairs,4
someone's,1
tender,1
station,5
opinion,4
auditorium,1
featured,1
dine,4
item,6
built,1
included,2
samples,1
mainland,4
wanda,1
wetteland,1
occasions,3
important,4
butter,1
fellows,1
knew,7
tipping,1
prospect,2
-even,1
walked,7
grunted,1
idiot,1
wondering,1
previous,12
multiple,2
duplicate,1
passed,2
offers,9
training,8
persent,1
loved,1
secret,1
dress,3
culture,1
tradition,1
behind,7
loosened,1
percentage,4
pleasure,2
michael,1
dean,2
arrows,1
entry,4
confusion,2
driver,1
language,2
phadom,1
opera,1
attendent,5
brighter,3
dollars,12
feature,4
dealer,9
plays,5
manitoba,1
native,1
begins,1
concerns,2
weekend,6
grandvilla,1
swipe,1
everytime,3
stations,3
save,2
betw,1
european,1
touch-bet,1
roulette,8
american,4
machines-,3
servivce-which,1
painfully,2
processing,1
talks,1
unknowledgable,1
welcoming,6
atmosphere,8
greeted,1
welcomed,3
seldom,4
whatever,2
styes,1
interaction,2
birthdays,2
holds,1
seats,11
fruends,1
attend,10
lulus,3
larger,10
starlight,11
dancefloor,1
we've,2
general,4
thrilled,1
particular,4
-they,1
arise,1
survey,7
category,1
certificates,1
adding,3
pressured,1
enjoyable,13
dependent,1
readily,1
constantly,3
craps,6
idaho,1
cousin,1
deals,3
senior,3
promos,5
nova,7
scotia,8
serveral,1
redeem,3
walks,3
dearlers,1
vist,1
personnel,4
agambler,1
entertain,1
pleasent,1
coco,1
dave,1
shelf,1
experts,1
insufficient,2
wanting,2
garage,4
reverse,1
impersonal,2
minority,1
mentioned,7
section,3
wonky,2
stumbled,1
unmarked,1
grade,1
miserable,1
trained,3
refreshment,1
relationship,1
rating,2
closest,3
locked,1
duncan,1
count,2
enjoyment,3
excitement,4
'buttons',1
priority,1
making,9
receptionist,1
needing,1
helped,1
tend,4
regulars,4
anounsments,1
cascades,9
bunch,1
tired,4
providing,3
govt,1
wants,1
expireince,1
recommend,7
advise,1
earned,2
bleeding,1
system,13
beatles,1
waitresses,6
considering,5
purchase,1
delivered,2
terribly,3
superviser,1
zero,4
entice,1
fine,5
dealing,5
signing,3
rest,4
slowly,1
bosses,2
updated,5
forward,4
chilliwack,3
bonuses,2
jackpots,6
xasinos,1
come-,1
supervisor,6
consistent,3
meets,1
health,1
standards,2
eliminated,2
milk,1
roving,1
wagon,6
adjusting,1
approx,3
radio,1
slit,1
directly,1
shortstaffed,1
fully,3
personally,2
occations,1
bend,1
peak,5
generally,1
'service',1
spending,7
rush,1
activity,2
yours,3
begin,1
swiping,1
promotion,1
'exit',1
roof,1
surprised,3
enhance,1
worry,1
driving,3
crossing,1
poses,1
danger,1
pedestrians,1
brightly,1
lighted,1
prevent,1
dashing,1
accross,1
opens,1
extra,6
slower,1
possibly,3
comment,8
impact,1
meant,3
colours,1
obvious,1
staffing,2
breaks,2
recognition,1
whatsoever,2
additional,9
package,2
recent,7
fixing,1
lady's,1
stuck,9
herself,2
appear,5
jackpot's,1
noticeable,1
evenings,2
understaffed,4
displeased,1
busing,1
prince,1
george,1
receieved,1
solitary,1
granville,1
summer,2
time-,1
weekly,1
diamonds,1
worthless-,1
sail,1
coho,1
pond,1
competition,3
hence,1
recognized,2
lineups,3
head,2
sucks,1
canada,4
stessfull-,1
overwhelmed,2
comps,1
edge,1
truly,2
graphics,1
maintained,6
karaoke,1
band,5
goid,1
playtime,2
skyrider,1
exceptionally,1
quickhit,1
mother,2
checker,1
causes,1
glare,1
choose,3
supply,2
complementary,1
infrequent,3
crayz,1
reasonable,5
lions,2
uncovered,1
mediocre,2
buffetreasonabl,1
reasonably,1
dispensers,4
operating,2
helps,1
bass,2
tends,1
roadway,1
crosswalk,2
running,6
proximity,2
secondary,1
machjnes,1
allotted,1
non-existent,2
giving,4
hamburgers,3
combo,4
flavour,1
salty,4
leftovers,1
homemade,1
terms,3
require,4
closer,5
equipment,2
nickel,4
awesome,1
odds,5
bets,4
bartender,7
automacly,1
alone,3
seized,1
overemphasized,1
below,1
outher,1
casinoes,1
visited,9
patrol,1
festival,1
flow,1
house,4
dining,16
options,8
within,3
redeeming,1
correctly,2
manage,1
incorrect,4
barrier,1
corrected,3
refund,4
noise,13
minute,5
keeps,3
servicing,1
undermanned,1
exceptional,2
react,1
comfortable,14
avail,2
style,5
lucky,5
melted,2
tastes,1
watery,1
races,2
year's,2
unfortunately,1
properly,12
became,1
apart,1
distant,1
promotional,2
talkative,1
nuisance,2
qualify,1
flashing,3
ending,1
exciting,2
improves,1
opportunities,1
cheaper,10
soup,6
tons,1
bringing,3
truck,3
mini,3
vans,1
carry,1
informative,2
clip,1
nobody,4
wines,1
bottled,6
that's,6
accessible,3
silver,3
reef,3
biggest,3
renovations,3
completed,2
viist,1
sadly,2
wolf,1
compete,1
forms,1
resteraunt,1
nornorthwest,1
tour,1
rate,5
stayed,5
interactive,2
spider,2
beverly,1
hillbillies,1
attendence,1
thai,1
treasure,1
compare,3
liquor,8
demographic,1
concert,8
pathetic,1
july,1
intended,1
fridays,1
irene,1
inquiring,1
whether,2
fish,11
totally,2
defensive,1
hospital,1
test,1
results,3
pending,2
mashed,1
potatoes,2
drain,2
veggies,2
onto,1
plate,4
potato,3
mushie,1
medium,2
steak,12
pink,1
showing,3
mins,12
hungrary,1
proper,5
monitoring,1
cheat,1
duty,4
coverage,2
occasionally,2
verbally,2
varity,1
hall,5
caller,4
yelling,2
'the,1
well',1
incredibly,1
waving,1
shouting,1
aware,3
meantime,2
sharing,1
colour,1
boards,1
darker,1
privacy,1
gathered,1
levels,2
disruptive,1
sour,1
bothering,1
merry,1
appy,1
exits,2
blue,2
collar,1
menue,1
strict,1
comb,1
bartendar,1
disagreement,1
tryed,1
boyfriend,1
beat,2
boyfriends,1
taxis,1
prime,7
window,3
technology,1
amazing,2
specifically,2
celebrate,1
mothers,3
unbelieivable,1
honored,3
shocking,1
competitior,1
owner,1
won't,4
september,1
iwas,1
totake,1
booking,1
doubled,1
decision,2
cleared,2
telephone,1
identifcation,1
denied,2
insisted,1
convey,1
diming,1
servis,1
cashed,3
employee,2
sheet,2
added,5
saved,1
itself,1
indicate,2
display,3
cases,2
stairwell,1
safer,1
original,1
upset,1
period,7
rewarded,1
earn,4
throwing,5
runs,3
dries,1
ugly,1
unsanitary,2
site,4
hose,1
nicer,7
canadians,1
cross,2
office,1
sweater,1
flicker,1
read,3
spins,7
delta,2
barrington,1
insulted,1
deposit,1
inspect,1
lite,1
privide,2
plugs,2
akinda,1
informed,7
conference,2
employees,4
tofino,1
dancers,2
deleted,1
complain,4
march,3
stools,1
smiling,2
understanding,1
frustated,1
occasion,3
threatened,1
bumped,2
beepers,1
disconcerting,1
newcomers,1
bland,2
shuffling,1
stiff,1
filled,1
existant,1
managers,1
behalf,2
courtesies,1
clean-up,1
non-existence,1
pass,6
chitchatting,1
guards,1
normally,5
restaurants,5
existing,3
closes,1
grand,2
villa,3
monthly,3
seated,2
people-,1
passes,1
stickers,1
glitch,2
accept,12
lining,1
handle,3
lineup,1
certainly,3
pissed,1
including,4
natalie,1
nadine,1
rolled,2
slammed,1
happend,1
ordering,3
roll,2
tooooo,1
serfis,1
neve,1
maniger,1
poepel,1
seek,1
pepel,1
dowd,1
'tighter',1
outgoing,1
cafe,2
richmond,3
object,1
outdoors,1
eighties,2
raining,2
windy,1
uncomfortable,10
walkway,3
raceway,1
waiters,2
cater,2
asians,2
doubt,2
treatment,1
clearing,2
confused,1
else's,1
handled,2
disallows,1
appeal,1
gamblers,1
mess,2
occupied,1
populars,1
wells,2
lasagne,1
garlic,1
toast,3
salad,4
diet,2
sugar,1
varieties,1
pricey,4
sliding,1
locks,3
staffs,2
jammed,4
cream,1
counters,2
flash,2
dash,1
screen,2
credits,4
payback,7
single,2
midnight,1
unfortunatley,1
worse,3
wandering,1
desperately,1
womans,2
urinate,1
regardless,2
distance,1
line-up,2
experiencing,1
setup,3
uninviting,1
daughter,3
slot's,1
press,2
sloops,1
figure,5
instructions,2
buttons,5
lines,2
budy,1
decreased,4
rider,1
tampered,1
alittle,2
crown,1
privileged,1
relative,1
income,1
sense,1
reads,1
anyhow,1
buffalo,1
daze,1
uninterested,1
hould,1
'this,1
star,1
resort-,1
portions,3
disappointingly,1
already,10
guarding,1
themed,1
attire,1
subway,1
match,2
ring,3
bell,1
triple,1
seven,1
instant,2
denomination,3
jeromes,1
snails,1
pace,1
removing,2
information,4
advertise,2
radius,1
total,4
hole,1
dump,1
dozen,2
newest,1
anxious,2
offering,3
bang,1
buck,1
authorize,1
consumption,1
inconsistancy,1
rules,3
yelled,1
honest,4
limits,3
explains,1
idid,1
tine,1
tonight,1
april,2
ecana,1
awards,1
mapleridge,1
screechy,1
performers,2
easyest,1
lonely,1
complaining,5
happen,5
fraser,7
downs,7
suck,1
classics,1
cancelling,1
keith,1
urban,1
action,1
announced,2
chips,7
greasy,2
bistro,6
thirsty,1
habit,1
arguement,1
cluster,1
bank,10
cooked,7
costomer,1
lottery,4
scanner,1
located,3
deli,6
blocks,2
usualy,1
volumes,1
wear,3
gloves,1
rundown,1
engaging,2
disabilities,1
quiet,3
elevators,4
diner,2
skinny,1
smoker,2
inconvient,2
delivery,2
substenance,1
attempts,1
accommodate,1
ording,1
partitions,1
attempted,1
accident,1
dismal,1
merit,1
unlock,1
conducted,1
payments,2
referring,1
pleasurable,1
schooner,2
earplugs,1
sequin-covered,1
showgirls,1
cruising,1
visual,1
shock,1
bustling,1
hassle,2
previously,5
answered,2
express,1
gauntlet,1
family,6
simply,4
cruises,1
winter,2
florida,1
biloxi,1
mississippi,1
thee,1
fout,1
business,4
irritant,1
horrific,2
discontinue,1
practice,2
hosts,1
exaggerate,1
stake,3
bother,3
names,1
anyways,1
twenty,2
totaling,1
temperature,2
letting,1
drive,9
appetizing,1
block,1
hurt,3
cushion,1
separated,2
frame,1
fingers,1
severely,1
bruised,4
finger,4
nail,1
grow,1
swelling,1
bruising,1
embarrassed,2
pain,1
train,3
ascent,1
complained,4
recieve,3
sweep,1
insert,5
club,5
bottles,1
cups,2
sanitzer,1
consistently,2
nightclub,1
drunks,3
evident,1
emphasis,1
pieces,3
baked,1
waay,1
shady,1
characters,2
finish,1
reading,1
board,2
alowing,1
seat-,1
renovation,3
poutine,1
handful,1
cheese,1
swimming,1
pool,2
gravy,1
skins,1
tasteless,4
campbell,1
courtenay,2
menus,1
upwards,1
convinced,1
losses,4
jointly,1
tthis,1
severe,1
harbour,1
coin,1
learn,3
updates,2
adventurous,1
comparison,1
dried,2
machine's,1
rectified,2
aisle,2
daytime,2
